Bacteria_Load_CFU_per_mL,Ethanol_ppm,Acetaldehyde_ppm,Acetic_Acid_ppm,Isoprene_ppm,Hydrogen_Sulfide_ppm,Sensor_Resistance_Ohms
1000.0,0.06496714153011232,0.03959857380020494,0.02568253197517533,0.011657755925300738,0.023867898945121757,87607.70118074401
51024.512256128066,0.0927729342279329,0.06946053356400941,0.04692177117512695,0.021646101808697815,0.03564762985435552,81603.86519066626
101049.02451225613,0.10656752788825818,0.06872862251243876,0.05013540561384786,0.02219648007609008,0.039346757173085854,80490.78536226145
151073.5367683842,0.11881406649520317,0.07522413371122985,0.05415503569477848,0.024251954526557314,0.04429243408251996,78861.53553698733
201098.04902451226,0.10372662339796865,0.06440220052327121,0.046199786756196876,0.025874588354166936,0.047538689478202854,80315.66673090974
251122.56128064034,0.10565634507501181,0.08270463564236122,0.056961693691488464,0.02951089212012006,0.04548103518125575,78694.34026013398
301147.0735367684,0.12536770109856415,0.08219132351051546,0.04126582831373124,0.02643041611975545,0.044237122011283166,78520.99512874734
351171.58579289645,0.11858473466670154,0.0766460814828338,0.05230577092576717,0.022970719723484335,0.050356202031286684,78443.05385356714
401196.0980490245,0.10737239015084751,0.089324315855107,0.053592197792840794,0.03143698704203474,0.04357550771187273,78407.595096708
451220.6103051526,0.11851337900790836,0.092316395030049,0.05971052341638055,0.02576067424216706,0.04935878878228712,77216.24348152611
501245.1225612807,0.1093668262655363,0.07264027348029391,0.05711365586021481,0.028324089517101345,0.04444815008405926,79245.47198123967
551269.6348174087,0.1101699838885452,0.0800186628396561,0.05038582544284245,0.030046429876884075,0.047655004401742675,78703.26204568506
601294.1470735368,0.11800136224555428,0.08053316584912207,0.052865904135861896,0.029494266137681833,0.04577844555279577,78349.33214239954
651318.6593296649,0.09714306795853822,0.07968767799496623,0.05913133525029514,0.032351506243843475,0.04628693943143524,79076.32438750035
701343.1715857929,0.09966943313427737,0.09432475733000976,0.058063969020381065,0.030666662295030202,0.045257898513914235,78214.12165445645
751367.683841921,0.11189417495197682,0.08658717857310747,0.055862904574014535,0.02679533382200531,0.05238623622247739,77767.66900388838
801392.196098049,0.1079485909764068,0.08644155790432839,0.056634282142315626,0.03605491206691275,0.044299056719466275,78249.26202471959
851416.7083541771,0.1217453166979036,0.07292123361370911,0.06278226167177188,0.030233711233002416,0.044480208338585514,78340.4392928387
901441.2206103052,0.11001850751217147,0.09440740544221149,0.056960911269345715,0.029332666386981374,0.05612347357033387,77005.22018677073
951465.7328664332,0.10544482602155654,0.0797618301173543,0.059343475297309364,0.03278374202789408,0.051738535472581115,78234.90233138176
1001490.2451225613,0.13466942215851088,0.09048916189410214,0.07085615017505038,0.03075158645511405,0.03846471899294599,76788.88269506412
1051514.7573786895,0.11817854443768622,0.09254624608557921,0.05309974053685617,0.03130676143945588,0.045913488020179014,77537.50244487404
1101539.2696348175,0.12151528173220658,0.10151526853070471,0.05116078618479038,0.037686551917133895,0.04108804252388271,77066.96137779436
1151563.7818909455,0.10697827808428124,0.08044875676685896,0.06453082829720094,0.02948107570183881,0.044687541204905305,78547.47103954319
1201588.2941470735,0.11615128653057163,0.06704023808530099,0.05740434158144122,0.029445495761903678,0.036083986845393226,79844.94722197182
1251612.8064032015,0.12305862586037196,0.09293284633048453,0.05938351234292354,0.030837085526855715,0.04823180167453355,76904.94160217386
1301637.3186593298,0.1107798640571662,0.10612143932562874,0.05723911802503904,0.033786997764590425,0.04434815265591044,76970.43840545918
1351661.8309154578,0.1263743411851292,0.10187459157476986,0.06000967979699868,0.02613473815984692,0.04928656542785475,76266.5323728134
1401686.3431715858,0.1169266299401917,0.09387703795173181,0.06945919898017158,0.02483658653541542,0.0426727217002218,77356.30671780978
1451710.8554277138,0.12032066498916995,0.08849511238027065,0.06562944353664196,0.029048054809915236,0.04962668840752925,77029.41520195133
1501735.367683842,0.11751480205862895,0.09910588190879067,0.06607705164989634,0.025981198168052867,0.04775308215988786,76742.53996666276
1551759.87993997,0.14233927222882872,0.08507399819016874,0.05482710991290644,0.029679628553357918,0.05553440801425011,76142.74349010273
1601784.392196098,0.12395710890417408,0.09687992301851481,0.05629027189301236,0.032530519376276226,0.05528225990760387,76194.90305019895
1651808.9044522261,0.11378208676937367,0.09731315831753251,0.047984204732039196,0.028417552424076377,0.0528850608356142,77231.99302598817
1701833.4167083541,0.13284379006273636,0.10194543496626939,0.058262266365438464,0.02687410550508209,0.04854088125403694,76053.49662344484
1751857.9289644824,0.1126615411628605,0.11572976355821667,0.06721850476321366,0.03142550590078873,0.057889512646069466,75110.58526931897
1801882.4412206104,0.12720316501482157,0.09697522453601065,0.06514199711112886,0.033866262720039016,0.04383367051455033,76490.23101527404
1851906.9534767384,0.10575568200847954,0.08994257842979797,0.06156862530887803,0.026253175496269487,0.04452671878065627,78244.38690502546
1901931.4657328664,0.1123020367810216,0.09398332845496847,0.0626804472164127,0.03385667151241943,0.04989842650844611,77027.37947388888
1951955.9779889947,0.12777801273665665,0.08020444304436111,0.059460272476105684,0.033904268705706335,0.059339912586870644,76554.25933751186
2001980.4902451227,0.13341386261726396,0.0889641925642699,0.06403839282066384,0.034369554510797345,0.04960232309944358,76287.78258965033
2052005.0025012507,0.12795725111570544,0.09140841672294946,0.06695117554930594,0.03521633272056649,0.04976444634868517,76261.91981399333
2102029.514757379,0.12529629337005985,0.09064687496197993,0.05514695415991876,0.038219235822464406,0.044813469053129655,77109.45266904499
2152054.0270135067,0.12364602644476841,0.09621163652676575,0.06482677013951739,0.030595989704308157,0.05444654370134604,76065.38892961801
2202078.539269635,0.11207143618525418,0.08856313260763873,0.06809050239923757,0.03204287876246569,0.0545553674528888,76889.80946345274
2252103.051525763,0.11985332309687739,0.10425706922421413,0.06145038114559539,0.030513625995462042,0.05397700687792943,75927.88559195751
2302127.563781891,0.12263619998567499,0.09543359729080023,0.06712479690823935,0.031816577458085644,0.048380152386719694,76465.34904896053
2352152.0760380193,0.1380005302059262,0.09549757838869388,0.07778792619423129,0.0364559470528432,0.0481448961040028,75268.7504348624
2402176.588294147,0.13104828149576334,0.09308591621795569,0.0632843353351049,0.02786798119822767,0.045872350438411605,76635.63706060992
2452201.1005502753,0.1101607201065141,0.09708486671597792,0.06586209608009734,0.029364631398538635,0.05145193867110032,76854.77416072812
2502225.612806403,0.13120736899837376,0.10257568309566042,0.06029297923390595,0.036123175135620134,0.04686498240465631,75871.55942404947
2552250.1250625313,0.12428764187120335,0.08916680678083769,0.06497548815069351,0.0350947256895479,0.04654571984914946,76864.87012320888
2602274.6373186596,0.12153784257610119,0.09096536502176852,0.0664548894144919,0.03098737070433896,0.04962806216402161,76739.14307402642
2652299.1495747874,0.13458921300917664,0.09392452936036265,0.06521043676173467,0.03468131853355415,0.04943235534757032,75908.14718659325
2702323.6618309156,0.13894474250453473,0.08570909307189568,0.05921889704124333,0.033182334347369905,0.04930198479654227,76443.8460870252
2752348.174087044,0.1381068686234216,0.09004148769642274,0.06542884257275706,0.036699340685067874,0.0533834053602649,75631.86385893122
2802372.6863431716,0.12055834259632825,0.09290312138305869,0.0717862386078655,0.032461158238618976,0.051896398340022964,76281.85192505014
2852397.1985993,0.12601207626640895,0.10382326346439262,0.06679527883503318,0.035352946347848024,0.05048905588792396,75587.30778702555
2902421.7108554277,0.13256784459455082,0.09904189834240176,0.0694375410856168,0.040239838301606656,0.05243413582545199,75199.301791802
2952446.223111556,0.13915909119054276,0.09860144923042972,0.06351676010959645,0.03414520744497219,0.047795347803309136,75616.32221436569
3002470.735367684,0.1247578332833939,0.10396936544372887,0.06852428902804195,0.03253537841284623,0.05224094476037743,75537.42830876441
3052495.247623812,0.1278365101628019,0.09617085063988486,0.06624288915580266,0.034590615938022956,0.05247964994315456,75846.25380905993
3102519.75987994,0.11877094138377083,0.10049943714230444,0.06016259191347939,0.03136273020634612,0.04592152901210252,76781.27105152389
3152544.272136068,0.1180111576435367,0.09665414388979757,0.06657921696616607,0.039657209087660045,0.0559720645712188,75872.20703938683
3202568.784392196,0.13823522754878648,0.09970537578883042,0.060096501345220696,0.03306770544429907,0.04851825290902982,75694.08362629163
3252593.2966483245,0.1438069955380421,0.09302137717835775,0.06195789625174297,0.031742348852406926,0.052459077297759296,75525.06278059616
3302617.8089044522,0.1296570651530442,0.07827233751042421,0.06613522472088565,0.03008722457715178,0.0568085135096801,76634.63870559927
3352642.3211605805,0.1405430734371052,0.0968065750461483,0.0667400935959931,0.035918596689365555,0.05590580481412947,74943.90332251326
3402666.8334167083,0.13425274880928287,0.10935927650790442,0.059372031954017614,0.035260659378184844,0.05239188897779796,75025.21084219158
3452691.3456728365,0.12431195757806206,0.1054820895610177,0.07065150641797102,0.031198725666786043,0.05085526603811705,75531.65362617982
3502715.857928965,0.13450205422628195,0.10588925350512772,0.06830408047710128,0.03445137857816672,0.056145286902781394,74678.50648612987
3552740.3701850926,0.14639163508370673,0.10814749783873501,0.0619819925314691,0.02822714945012319,0.055103287678853294,74477.49264727863
3602764.882441221,0.13077445802598311,0.09905879954050346,0.05787843522629544,0.03333809132949012,0.04997962728665653,76042.73454276964
3652789.3946973486,0.14689892922297793,0.10001789515787315,0.06490172343701178,0.034171392222439555,0.04932142247792839,75032.856380407
3702813.906953477,0.10517318668259713,0.09358676312914613,0.06345560029244149,0.037964648859551316,0.044258834362613846,77646.2864815543
3752838.419209605,0.1397062223636882,0.09608681514173556,0.0663093009452331,0.030559342921797922,0.05321100629470874,75370.99946501809
3802862.931465733,0.13247268412629118,0.10362782928110122,0.0639855234161769,0.029065495474570394,0.05231009439749019,75454.4915480544
3852887.443721861,0.12872565293418162,0.10841787032648074,0.0558205789156951,0.03024264772693495,0.05723105607410629,75262.13814896742
3902911.9559779894,0.13274538285214216,0.09775526110964235,0.06397215285188777,0.028947238270752025,0.05416733040863632,75653.87980846222
3952936.468234117,0.11206270754197839,0.09535228339717919,0.06444110278865209,0.03699457124527378,0.05811227545188569,76225.37276031481
4002960.9804902454,0.1298509082570252,0.099039944022403,0.06919211869157045,0.03765782466892219,0.05002959394249544,75568.63316952476
4052985.492746373,0.13572662669973928,0.10392627972989928,0.06258675211925566,0.03399952498000194,0.0574148017177192,74852.69979099264
4103010.0050025014,0.1470409919669244,0.08764570011056359,0.07452439912661746,0.03672939771693276,0.05078915509138508,75227.2907133597
4153034.5172586297,0.1271846086310944,0.08090603548527525,0.056625452653656656,0.033493702845198425,0.05605730857270144,76884.95288682783
4203059.029514758,0.12438637376029182,0.0949491875459851,0.07279149238362496,0.03283249250420363,0.047153490345566706,76269.87724974549
4253083.541770886,0.12755650783387723,0.08966485929497867,0.06516544428047077,0.032144406710269365,0.05397017250535379,76240.09803898392
4303108.0540270135,0.14182966621012194,0.0954416121936474,0.07063574687826837,0.0322377382841426,0.04513150624745684,75667.95108635143
4353132.566283142,0.13606354895584227,0.09839978584389429,0.06678702634991639,0.028550604795884265,0.052041865199931155,75525.94104605583
4403157.07853927,0.12757768153809293,0.09603047540963837,0.072135419468009,0.03401158518476285,0.05491152940581698,75513.1020781404
4453181.590795398,0.13810608243215208,0.11134979635152986,0.0645498942277452,0.033122350294612496,0.05110548903548303,74713.1559754973
4503206.103051526,0.13404121197824034,0.1024167854803885,0.06104211611649091,0.035503691293423616,0.0490264240788801,75593.87040061588
4553230.615307654,0.14285284285183597,0.10227858958676696,0.07368571790960886,0.033572168725942604,0.056651031055786574,74319.62522155291
4603255.127563782,0.12624076997306474,0.10492363283622591,0.06606324722650843,0.03282721412325229,0.052890669205347615,75446.83725525584
4653279.63981991,0.13007856158073955,0.09090572234279176,0.06778538389147967,0.030725216671656414,0.051383790630564204,76181.01761135373
4703304.1520760385,0.12952697975866342,0.10839894026685089,0.07289779021521647,0.03357847503296153,0.053546808200611105,74805.24796523998
4753328.664332166,0.11890480740281104,0.0995488533708155,0.06161020223159394,0.035599700913481545,0.06396265932143524,75403.75720672947
4803353.176588294,0.1365920931751069,0.10558701274127553,0.06979289969042686,0.029977705627863702,0.05806636756091063,74548.70519391366
4853377.688844423,0.13633143450853538,0.0917158034757311,0.06391096711105379,0.03369264170772634,0.05813864738744595,75429.55837607877
4903402.201100551,0.13386108491984336,0.08792739263693554,0.06624412839848752,0.034151616442943136,0.055266165417336956,75863.44294310763
4953426.713356678,0.1315522435048145,0.10696670339312471,0.06731045224620444,0.0313203343587867,0.05422518702573498,75000.45968785018
5003451.225612806,0.11983168599098029,0.10350032126739346,0.05949158739850754,0.03173277943814711,0.04400982821127211,76702.48023167798
5053475.737868935,0.1298653504715491,0.09333744033954193,0.06314171663549917,0.03420978347109931,0.05091280009382855,76143.19474468983
5103500.250125063,0.1307302176425712,0.09366071745568162,0.07383404586598515,0.030139077647081857,0.05174064747032567,75774.58859488589
5153524.76238119,0.1262193146507097,0.10968504378251255,0.07155199961438692,0.03461029298147965,0.046197266680980224,75395.81511141395
5203549.274637319,0.13271313631209425,0.09122919992862713,0.066849798827741,0.030895435236210987,0.049100734210640005,76226.58947688555
5253573.786893447,0.13844960529493636,0.11394820617114092,0.06842016565595994,0.03679083526079739,0.04584029280702585,74673.46643971743
5303598.299149575,0.1533532714653288,0.09366359346273466,0.06577449369842946,0.040636336349470774,0.053643269638499906,74598.97464068452
5353622.811405703,0.1363187335240007,0.10603685195162879,0.07406939462698106,0.031060968443815118,0.05710424604166819,74427.51905908558
5403647.323661831,0.13722924383641208,0.09836135714089644,0.0663251070756214,0.03526605856942014,0.058288594046171094,74877.24856389483
5453671.835917959,0.13398932087368112,0.10587583447216582,0.06852610047634564,0.03150321929318964,0.05555264986085407,74816.82553939619
5503696.348174088,0.11562537714389062,0.09675690495574722,0.07313669536915085,0.03682613484561363,0.050071650353958136,76240.53228284394
5553720.8604302155,0.1346265421969998,0.0998664174650406,0.06355898305151644,0.029927145010617343,0.04622841174651694,75979.71813986122
5603745.372686343,0.13557186996448442,0.10155452930197137,0.07527872985502156,0.03518415224155168,0.046960352348423655,75237.53833133336
5653769.884942471,0.15967918368923362,0.09326757227703378,0.059871074233473494,0.03114272374042713,0.04894277471673431,75118.14646120401
5703794.3971986,0.1331996675972998,0.10726905269719425,0.0757098492781195,0.03315986554398265,0.0504938721059017,74826.36864923147
5753818.909454728,0.13821459720680968,0.09729363430583246,0.06573618397197689,0.030706705120426465,0.05344065552142307,75369.92529872955
5803843.421710855,0.13492719605019735,0.09962693598771717,0.06642366313449848,0.036285629849499706,0.05005306862639203,75435.86533790088
5853867.933966984,0.12366207803018665,0.09355684880791837,0.05822437834727627,0.03132627353827673,0.05549544693722583,76354.59865012584
5903892.446223112,0.1468509968882613,0.08106840728697084,0.06543741078466708,0.035511584963773254,0.05324001348604655,75788.84095491805
5953916.95847924,0.14301538578855472,0.10009381949546386,0.06254899507570906,0.03284171978063474,0.05424060503163889,74988.08939242543
6003941.470735368,0.14347904846810244,0.1209774701211573,0.06474613277196863,0.033548765134021406,0.0587884938097536,73425.26861937606
6053965.982991496,0.1265469249789117,0.1080074339483285,0.06713384493448515,0.03435346760391516,0.04953539287394215,75406.56470310819
6103990.495247624,0.1497402200831837,0.10163012469249187,0.07264509655927588,0.031642595228479134,0.05595972910269856,74184.94863252254
6154015.007503752,0.12176466039219783,0.09973425163142433,0.06892960226706345,0.03457689409565282,0.05425737549414396,75705.89851286466
6204039.51975988,0.14172206205016666,0.10206984547661933,0.06946512882308756,0.038554376471104226,0.05300745132098681,74626.15826960711
6254064.032016008,0.1578278027268708,0.10631938777297995,0.0624840262901577,0.031646527259694614,0.05791032387097225,73779.6278860246
6304088.544272136,0.1260870828371135,0.09254783204384454,0.06359245259619654,0.03751354195192663,0.057913035053596185,75767.59872537093
6354113.056528265,0.13039812146018945,0.11096039762451385,0.07702417446986515,0.038509567589517645,0.05063847631853315,74542.62389243192
6404137.568784392,0.1371257267014626,0.10781996031146959,0.06438860135147687,0.03158383829556242,0.053723042884802785,74827.15265806539
6454162.08104052,0.131162040808543,0.10789308381794221,0.07637943993513897,0.029684035522154595,0.055603565670218257,74614.80051457133
6504186.593296649,0.12075722552702661,0.10570570078874375,0.06691662392443963,0.03497184765993728,0.05341351694298483,75526.21380493093
6554211.105552777,0.13701603825859424,0.10240473964445239,0.06817664393598451,0.03244037955933287,0.05687224873336478,74772.4797820911
6604235.6178089045,0.125773414044587,0.10768022827412056,0.07355005139207367,0.039704922452951014,0.05568334854438031,74676.9399133629
6654260.130065033,0.1411979197946983,0.1070810096861909,0.07459045985386653,0.034219921493586124,0.061915043156762654,73735.34841373941
6704284.642321161,0.1273328065528186,0.09956296098383928,0.06770946164618287,0.03172516399968362,0.0484897030143435,75981.77328620317
6754309.154577289,0.15209096275109424,0.09785489984251391,0.06635459408285173,0.030706426142194577,0.054146903521377944,74645.25270307301
6804333.666833417,0.1288231791193386,0.1033066343941216,0.06804825377873942,0.03743364288794773,0.051028274771031626,75349.72362260298
6854358.179089545,0.13349872073867555,0.11493166313751074,0.07004945559152675,0.03246628205293052,0.057104164182049104,74155.45550476601
6904382.691345673,0.14491766927666241,0.09267401622199309,0.07284776698583163,0.03432711067412272,0.048244311281004114,75336.74352630202
6954407.203601801,0.12453655916513531,0.09089369962108662,0.06844375045970819,0.03707870881770616,0.056123331772689494,75902.67926805188
7004431.71585793,0.1391820574627353,0.10399868031741262,0.07154816054846276,0.03277408947338101,0.052242789521284236,74774.65080604993
7054456.228114057,0.15004069840433118,0.1031340547609783,0.07667643409210816,0.03410453122915624,0.0518510608801187,74159.43913572934
7104480.740370185,0.12095581447957893,0.10415971843385666,0.07042187147391953,0.03420795647683024,0.04902626591591373,75808.51734456253
7154505.252626314,0.13893793072254754,0.10477031968618637,0.07010406034863614,0.0363228715688544,0.05297633307008578,74642.6778906349
7204529.764882442,0.13975094074144198,0.10107846656213987,0.060981502274028536,0.036060261206270414,0.0591988472407468,74708.43904619628
7254554.277138569,0.1450304434049347,0.11482806852418787,0.05545245665943548,0.033642712478025916,0.05478413114074673,74256.34805954939
7304578.789394697,0.1249023964486701,0.09014669584027604,0.0705778304248763,0.03450892307385228,0.057419483094478266,75839.55414992679
7354603.301650826,0.12412661891674952,0.09637041258745224,0.06819147136739179,0.033217459227327606,0.06159104130690202,75352.01240461024
7404627.813906954,0.14260948033686877,0.10221651042933246,0.06612111896577617,0.02991467894941661,0.056011048211570214,74730.18498157244
7454652.326163081,0.14041839460065442,0.08994090041200858,0.06994192495509301,0.035134939539275024,0.05274422085907966,75465.92819530683
7504676.83841921,0.14001156841688858,0.10172314469961578,0.06845130131073036,0.040053235260856655,0.056871664826103084,74455.96169965234
7554701.350675338,0.14102882810826586,0.11646502083579624,0.07442107425981755,0.03173992908125084,0.05284855382006128,73897.32497409043
7604725.862931466,0.13082142404650693,0.10338334535308658,0.06924138997244081,0.03208632868676485,0.053030977771728056,75229.50700661392
7654750.375187594,0.14000115762619186,0.10510457273668583,0.06510469390194008,0.031807471848714235,0.048991877063356795,75139.25349832393
7704774.887443722,0.14066592381972334,0.09322008119367174,0.07381843073816471,0.0366075751078535,0.05879910959903217,74687.80881871723
7754799.39969985,0.13064789717999453,0.09841266725587783,0.06781005030539809,0.035793309202653875,0.053572554241505525,75426.11598377574
7804823.911955979,0.1565050072954739,0.10038387559542825,0.0715563145103747,0.03398620246875721,0.05586729785687398,73934.11794979847
7854848.4242121065,0.14264108538578243,0.10088534635844852,0.06656432455736827,0.03172163185924924,0.05101725475623926,75074.04190303264
7904872.936468234,0.12604486289680628,0.1137215737616547,0.06572981450692919,0.034766604842127964,0.056926949666394985,74644.07866280433
7954897.448724362,0.14457822779178492,0.10797104726488593,0.06942718700365179,0.02980930654435424,0.05215731172963831,74472.17645455278
8004921.960980491,0.1283203253455546,0.0946586928803746,0.06909771424163233,0.03494706521252943,0.054660021932323825,75652.17046953032
8054946.473236619,0.14599209921321155,0.10556297810929631,0.07145976176472768,0.037144886452210556,0.058759805395271314,73837.97173159837
8104970.985492746,0.14976098507971672,0.1076170459552063,0.06774428587827262,0.030790159912509635,0.058433048964787196,73877.77020789731
8154995.497748875,0.13002165132866028,0.11279254819230315,0.0599324383372367,0.029959563797555353,0.055203269514803185,74962.90998778479
8205020.010005003,0.14791535418297785,0.11635552016044795,0.06697692702732537,0.039308711897718236,0.04824011302538697,73941.72106061509
8255044.522261131,0.14246219766742285,0.09563003776392044,0.07313628653474802,0.03274831818100071,0.06730499763946571,74039.97597356208
8305069.034517259,0.14660746653601897,0.09730328861237286,0.06770655207182151,0.03800455977184999,0.06233818185552217,74127.81447747309
8355093.546773387,0.1574069561621631,0.09376864688040078,0.06798759615523908,0.03414776358831241,0.05826630983380264,74212.59198156529
8405118.059029516,0.1360369951991098,0.10199599839649802,0.07417732070909894,0.03413685463896064,0.052383535417291516,74891.74453738725
8455142.571285643,0.13100505705849616,0.10763768102212397,0.06571134321474092,0.0359508427740077,0.05496259883402057,74861.55818811762
8505167.083541771,0.12969851269821905,0.11184391887856852,0.06158281240602265,0.03199641767837925,0.053263781078683646,75048.75377476093
8555191.5957979,0.13048649195288164,0.10337583791276182,0.06851914180364053,0.03505864013112094,0.06051326167739997,74681.38583449123
8605216.108054027,0.13792421853592737,0.10146264653651255,0.06692674805879052,0.033529340663044825,0.0565281058154347,74819.13591444198
8655240.620310156,0.1421571026681205,0.10527325112795546,0.06454155986121077,0.03072491539977342,0.052361577734542294,74854.76938734009
8705265.132566284,0.14156254804885085,0.09741558682862282,0.06852092774828188,0.035711356238066864,0.05363523562572114,74962.73549270614
8755289.644822411,0.14711724285241565,0.12085036754509974,0.07188023341726163,0.033921429169880106,0.06002291671510178,72957.52580212879
8805314.15707854,0.13902491602660927,0.09130988461392818,0.06940100574607602,0.03425264979162343,0.061958350230413996,74870.09480459405
8855338.669334667,0.15347944427726307,0.1056860022604332,0.07100695711627614,0.03110554304618,0.06169096765622094,73493.97984889842
8905363.181590796,0.13634646438177417,0.1204336242894524,0.07856355484965398,0.03952245928182684,0.0586253413458774,73165.70461877747
8955387.693846924,0.16624337950455814,0.10433566463547643,0.06780644961154315,0.03739056451882383,0.054606175660254226,73408.66902085148
9005412.206103051,0.1453467454104086,0.10279724166955692,0.07093677913960261,0.03766498563570556,0.04266997347178692,75093.50080651342
9055436.71835918,0.1305666124350783,0.10149407761694744,0.0670230271866249,0.03386821289248523,0.05684391529492935,75114.09895419108
9105461.230615309,0.12847711401066828,0.1029463957893603,0.06536122089620483,0.02960896107930959,0.055667100561135364,75383.5238118424
9155485.742871435,0.14405835196593433,0.11540800865753911,0.06669227563966239,0.040667159100844154,0.056253379510686416,73610.1832132453
9205510.255127564,0.13704632946979867,0.08676582270165682,0.06724668580392014,0.03463694680674669,0.0559279723173557,75689.74524876507
9255534.767383693,0.14646803527155802,0.11676349235834842,0.07146139415305418,0.03258560819459911,0.050426163484458206,73876.03391434568
9305559.27963982,0.1441072258472198,0.09313947998151212,0.08143280373424597,0.03609411712382043,0.05797957406799849,74354.55651635252
9355583.791895948,0.1386931287297957,0.10243284475839798,0.06613049174680301,0.038356716828100997,0.05829743239867317,74504.49370414148
9405608.304152077,0.13099980059183053,0.10116684796699663,0.06765074235817999,0.03479778277487225,0.05851645023724447,74952.64311030458
9455632.816408204,0.12436533973770914,0.10934378514659158,0.06944129092672764,0.03871417849996007,0.05959183280812066,74550.75046185796
9505657.328664333,0.1350944935647815,0.0918847374990188,0.07175881578627459,0.03813891058691354,0.05824006381386718,75076.58823510385
9555681.840920461,0.14816922157049922,0.1084013065491039,0.07112037087340617,0.03167216484460995,0.05420197580475015,74047.34245044285
9605706.353176588,0.1417915235634294,0.12093241657789035,0.07624577203080427,0.03289127621355341,0.05557688705718658,73354.06312580986
9655730.865432717,0.1272383152558955,0.09386638524551903,0.05771589116883165,0.03779653725059315,0.05624278068621965,75948.81847278104
9705755.377688846,0.14147239608307824,0.10632308945930798,0.057935644061304845,0.02679730901471029,0.05632703252625305,74892.14671664717
9755779.889944972,0.14363841366115812,0.09954307247552945,0.06741322907188413,0.034497942886472475,0.059906966569434825,74402.59890528183
9805804.402201101,0.13099109015922275,0.10827934604046985,0.07540133319833559,0.030664922525434506,0.058506540820583604,74412.882635006
9855828.91445723,0.14141111418039143,0.1050585795600281,0.06210869140244009,0.03353880437593346,0.06425891900665426,74110.70173802554
9905853.426713357,0.14049992513641052,0.0998064831916084,0.05492075727750647,0.034082999220900016,0.06479301110031889,74629.53949220676
9955877.938969485,0.12853188829035467,0.10887417173046424,0.07283669266542649,0.0339156646834427,0.05630323483792005,74631.13122457189
10005902.451225612,0.1435829988950364,0.11943862884695912,0.07122084876429036,0.033344497566550564,0.04065542792278395,74488.10103710297
10055926.963481741,0.14565628747157602,0.10350910132210185,0.0645731790699497,0.03172067960308698,0.060966706747666535,74195.0710309774
10105951.47573787,0.15092205660413724,0.11082672166647381,0.06511807408258759,0.04189861984355218,0.053875112313005576,73733.55307687151
10155975.987993997,0.15067245382815972,0.09475464131788872,0.06521849805573197,0.04063599433943672,0.05284783763580026,74729.52923573146
10206000.500250125,0.1264004180260948,0.0974813427647052,0.07064123244020255,0.03155808046564758,0.05447706358230882,75635.07368658758
